country,region,lat,long,country_code,decade,value
Kyrgyzstan,Asia,41.20438,74.766098,KGZ,2010,-1
Laos,Asia,19.85627,102.495496,LAO,1990,-1
Laos,Asia,19.85627,102.495496,LAO,2000,-1
Laos,Asia,19.85627,102.495496,LAO,2010,-1
Latvia,Europe,56.879635,24.603189,LVA,1990,-1
Latvia,Europe,56.879635,24.603189,LVA,2000,-1
Latvia,Europe,56.879635,24.603189,LVA,2010,-1
Lebanon,Asia,33.854721,35.862285,LBN,1990,38.33864413435530
Lebanon,Asia,33.854721,35.862285,LBN,2000,39.02582730206760
Lebanon,Asia,33.854721,35.862285,LBN,2010,35.99720844692080
Lesotho,Africa,-29.609988,28.233608,LSO,1990,-1
Lesotho,Africa,-29.609988,28.233608,LSO,2000,-1
Lesotho,Africa,-29.609988,28.233608,LSO,2010,-1
Liberia,Africa,6.428055,-9.429499,LBR,1990,37.82200370014490
Liberia,Africa,6.428055,-9.429499,LBR,2000,32.9357675248082
Liberia,Africa,6.428055,-9.429499,LBR,2010,28.30711832876910
Libya,Africa,26.3351,17.228331,LBY,1990,19.562020211093300
Libya,Africa,26.3351,17.228331,LBY,2000,18.34954309520710
Libya,Africa,26.3351,17.228331,LBY,2010,17.556836508386300
Liechtenstein,Europe,47.166,9.555373,LIE,1990,-1
Liechtenstein,Europe,47.166,9.555373,LIE,2000,-1
Liechtenstein,Europe,47.166,9.555373,LIE,2010,-1
Lithuania,Europe,55.169438,23.881275,LTU,1990,-1
Lithuania,Europe,55.169438,23.881275,LTU,2000,-1
Lithuania,Europe,55.169438,23.881275,LTU,2010,-1
Luxembourg,Europe,49.815273,6.129583,LUX,1990,-1
Luxembourg,Europe,49.815273,6.129583,LUX,2000,-1
Luxembourg,Europe,49.815273,6.129583,LUX,2010,-1
"Macao SAR, China",Asia,22.198745,113.543873,MAC,1990,-1
"Macao SAR, China",Asia,22.198745,113.543873,MAC,2000,-1
"Macao SAR, China",Asia,22.198745,113.543873,MAC,2010,-1
Madagascar,Africa,-18.766947,46.869107,MDG,1990,8.567085014015260
Madagascar,Africa,-18.766947,46.869107,MDG,2000,8.753205491650700
Madagascar,Africa,-18.766947,46.869107,MDG,2010,10.698270738808900
Malawi,Africa,-13.254308,34.301525,MWI,1990,3.5522129255650000
Malawi,Africa,-13.254308,34.301525,MWI,2000,4.623890765569940
Malawi,Africa,-13.254308,34.301525,MWI,2010,5.379571621804510
Malaysia,Asia,4.210484,101.975766,MYS,1990,14.30671470810700
Malaysia,Asia,4.210484,101.975766,MYS,2000,19.079797652360000
Malaysia,Asia,4.210484,101.975766,MYS,2010,22.444835660553600
Maldives,Asia,3.202778,73.22068,MDV,1990,-1
Maldives,Asia,3.202778,73.22068,MDV,2000,-1
Maldives,Asia,3.202778,73.22068,MDV,2010,-1
Mali,Africa,17.570692,-3.996166,MLI,1990,9.454624230500180
Mali,Africa,17.570692,-3.996166,MLI,2000,11.5021200441502
Mali,Africa,17.570692,-3.996166,MLI,2010,12.697189881557600
Malta,Europe,35.937496,14.375416,MLT,1990,-1
Malta,Europe,35.937496,14.375416,MLT,2000,-1
